Company name,Category
OSCAR PLT GmbH,Printer manufacturer
Meltio3D,Printer manufacturer
ADDiTEC,Printer manufacturer
ADDICT3D,Printer manufacturer
ADDere,Printer manufacturer
Romi,Printer manufacturer
Liburdi Automation Inc,Printer manufacturer
"Avimetal AM Tech Co., Ltd.",Printer manufacturer
Aconity3D GmbH,Printer manufacturer
"Aachen United Technology (Tianjin) Co., Ltd. (Acunity)",Printer manufacturer
pro-beam Group,Printer manufacturer
One Off Robotics,Printer manufacturer
Addilan,Printer manufacturer
"Raycham (Nanjing Zhongke Yue Laser Technology Co., Ltd.)",Printer manufacturer
AML3D,Printer manufacturer
SPEE3D,Printer manufacturer
3D-Hybrid,Printer manufacturer
Beijing Longyuan Automated Fabrication System Co. Ltd. – AFS,Printer manufacturer
ADDIMETAL,Printer manufacturer
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",Printer manufacturer
"AMSKY Technology Co., Ltd.",Printer manufacturer
3DEO,Printer manufacturer
Sakuu,Printer manufacturer
CRPM,University
3D Company,Software reseller
3D Master,Software reseller
3D Middle East,Software reseller
3D Ninja,Software reseller
3D-Printerstore.ch,Software reseller
3DChimera,Software reseller
3HTi,Software reseller
3tisk (iTehLab d.o.o.),Software reseller
ANiMA,Software reseller
Bilby 3D,Software reseller
Build Volume,Software reseller
Cad Cast Co,Software reseller
Cadlog,Software reseller
CADSys,Software reseller
CadXpert,Software reseller
Canadian Additive Manufacturing Solutions – CAMS,Software reseller
Carfulan Group,Software reseller
CATI (now GoEngineer),Software reseller
CDG (Concurrent Design Group),Software reseller
COMGRAP,Software reseller
Crea3D,Software reseller
Creatz3D,Software reseller
DELRAY Systems,Software reseller
Dental Axess AG,Software reseller
EGS India,Software reseller
Future Dimensions,Software reseller
GIT – General Integration Technology,Software reseller
GoEngineer,Software reseller
HTL Co. Japan,Software reseller
Ideate,Software reseller
Imaginarium India Pvt Ltd,Software reseller
Instadesign Group,Software reseller
Intelligy,Software reseller
M&R Tools,Software reseller
Mandarino BLU,Software reseller
Materialise NV,Software reseller
Microgeo,Software reseller
Novastar Solutions,Software reseller
Nutechnologies,Software reseller
Objex Unlimited Inc.,Software reseller
Particleworks Europe,Software reseller
PLM Group,Software reseller
Rapid 3D,Software reseller
Replik8,Software reseller
Septillion,Software reseller
SITRES,Software reseller
Solid Solutions – A TriMech Company,Software reseller
Solidpro,Software reseller
SolidXperts,Software reseller
Source Graphics,Software reseller
Thor 3D Scanner,Software reseller
TriMech Solutions,Software reseller
USM Columbia,Software reseller
Visionware 3D,Software reseller
Voksel,Software reseller
Harvestance,Software reseller
3DChimera,Software reseller
1000 Kelvin GmbH,Software developer
3D Flow,Software developer
3D SLASH,Software developer
3D Spark GmbH,Software developer
3D Control Systems,Software developer
3Design Software Solution,Software developer
3d surgical (MySegmenter Technologies Inc.),Software developer
3DOrchard,Software developer
3DOS,Software developer
3DQue,Software developer
3DPrinterOS,Software developer
3DTRUST SAS,Software developer
3DSIM,Software developer
3YOURMIND,Software developer
5DT (Fifth Dimension Technologies),Software developer
Addevice,Software developer
3HTi,Software developer
Additive Appearance,Software developer
Additive Assurance,Software developer
Additive Flow,Software developer
Additive Works GmbH,Software developer
AdditiveLab,Software developer
Addiguru,Software developer
Adobe,Software developer
Advanced Science and Automation Corp,Software developer
AI Build Ltd.,Software developer
"Aisite Technology Development Co., Ltd.",Software developer
AECInspire,Software developer
AlphaSTAR,Software developer
Altair Engineering,Software developer
AM-Flow B.V.,Software developer
Ameba – XIE Technologies,Software developer
AMendate,Software developer
AMFG (Autonomous Manufacturing Ltd.),Software developer
AMIS,Software developer
AMSIS GmbH,Software developer
"Anshi Asia Pacific Technology Co., Ltd.",Software developer
Altium LLC,Software developer
Armor Bionics,Software developer
Arsenal,Software developer
Artec 3D,Software developer
Assembrix,Software developer
Ansys,Software developer
Authentise,Software developer
Autonomous Manufacturing – AMFG,Software developer
Autodesk,Software developer
AXIS Prototypage,Software developer
BASSETTI Group,Software developer
Beamler,Software developer
Blender,Software developer
BodyCAD,Software developer
Boneeasy,Software developer
Bouresly Medical Services,Software developer
BricsCAD,Software developer
BuildBee,Software developer
Cad Cast Co,Software developer
CAD Deziners,Software developer
CAD2M,Software developer
CADChain,Software developer
CADENAS,Software developer
CADS Additive,Software developer
CAESS,Software developer
Castor,Software developer
Castor Technologies Ltd,Software developer
"Avante Technology, LLC",Software developer
CCP,Software developer
Cheetah3D,Software developer
CATI (now GoEngineer),Software developer
Cloud 3D Print,Software developer
Cognitive Design Systems,Software developer
Conceptualiz,Software developer
CoreTechnologie,Software developer
Cortona3D,Software developer
Create it REAL,Software developer
CT CoreTechnologie GmbH,Software developer
Cuttlefish,Software developer
Dassault Systèmes,Software developer
Delcam,Software developer
DeskArtes Oy,Software developer
DIBUPRINT 3D,Software developer
DigiFabster,Software developer
DISCUS Software Company,Software developer
Dragonfly (Comet Technologies Canada Inc.),Software developer
Citrine Informatics,Software developer
Design & Software International (DSI),Software developer
e-Xstream Engineering,Software developer
EasyRx,Software developer
encee,Software developer
Dyndrite,Software developer
"EON Reality, Inc.",Software developer
Evans & Sutherland Computer Corp,Software developer
Exitreality,Software developer
Exocad,Software developer
Exponential Technologies Ltd.,Software developer
FabZat,Software developer
First Resonance,Software developer
FLOW-3D AM,Software developer
FreeCAD,Software developer
ExLattice,Software developer
FusionGFX,Software developer
Gen3D,Software developer
General Lattice,Software developer
Geo-metricks,Software developer
Frustum,Software developer
GFH Additive,Software developer
Gimac International S.R.L.,Software developer
Geomagic,Software developer
Globalluxsoft,Software developer
Graphisoft,Software developer
Gravity Sketch,Software developer
Grow Software Limited,Software developer
Hexagon AB,Software developer
Honeycomb,Software developer
GoEngineer,Software developer
Hyperganic,Software developer
ICad3D+,Software developer
HP 3D Printing Solutions,Software developer
IKOffice GmbH,Software developer
Identify3D,Software developer
Inition Ltd.,Software developer
Immersive Gaze – AR app development Company,Software developer
Intelligens,Software developer
Interspectral AB,Software developer
Intact Solutions Inc.,Software developer
ItsLitho,Software developer
Jweel,Software developer
Kabuni Technologies Inc.,Software developer
"Inv3rsion, LLC",Software developer
KISSlicer,Software developer
LEO Lane,Software developer
Leopoly,Software developer
LimitState,Software developer
Kwambio,Software developer
Make it LEO,Software developer
Manubim,Software developer
Marlin,Software developer
MAGMASOFT,Software developer
Materialise NV,Software developer
Mastercam,Software developer
Menci Software,Software developer
MecSoft Corporation,Software developer
Metafold,Software developer
Meta,Software developer
Metrologic Group,Software developer
MIRA 3D,Software developer
ModuleWorks GmbH,Software developer
Moon Rabbit Adaptive Lab,Software developer
Miller 3d Printing,Software developer
MSC Software,Software developer
NavVis,Software developer
nebumind,Software developer
NetFabb,Software developer
N Formation Design,Software developer
Novineer,Software developer
nPower Technologies,Software developer
nTop,Software developer
nTop (nTopology),Software developer
NVIDIA – NVentures,Software developer
OctoPrint,Software developer
NXT MFG,Software developer
OPTIS,Software developer
Oqton,Software developer
Oral 3D,Software developer
Onshape,Software developer
OsiriX,Software developer
Paperless Parts,Software developer
Orbbec,Software developer
Particleworks Europe,Software developer
Peel-3d,Software developer
ParaMatters Inc,Software developer
Phanes 3DP,Software developer
"PhoeniX Technologies, Inc.",Software developer
Phase 3D (formerly Additive Monitoring Systems),Software developer
PointFuse,Software developer
Polygonica,Software developer
Prescient Technologies Pvt Ltd,Software developer
Pixologic,Software developer
PrintSYSt,Software developer
Prosper3D – Quote & Workflow Automation for 3D Printing Bureaus,Software developer
ProtoTech Solutions,Software developer
printpal.io,Software developer
PTC Inc.,Software developer
QUICKSURFACE (KVS Ltd.),Software developer
Realize Medical,Software developer
RealSense,Software developer
REALvision Pro,Software developer
RedProto,Software developer
Reinke Abogados,Software developer
QuesTek Innovations LLC,Software developer
Replik8,Software developer
RepliSLS3D  Rapid Prototyping and 3D Printing Solutions,Software developer
RepliSLS3D Rapid Prototyping and 3D Printing Solutions,Software developer
ReplicatorG,Software developer
SAMPL SECURE 3D PRINTING,Software developer
SAP Software,Software developer
SelectAM,Software developer
Rhino3D,Software developer
Selva,Software developer
SenseTrix,Software developer
SelfCAD,Software developer
Sfered,Software developer
"Shanghai Man Heng Digital Technology Co., Ltd.",Software developer
Shapeshift3D,Software developer
Shapr3D,Software developer
Sidekick – iBrace 3D Scan App,Software developer
Siemens,Software developer
Siemens AG,Software developer
Senvol,Software developer
Siemens Digital Industries Software,Software developer
Simufact Engineering,Software developer
SIMBA Chain,Software developer
Size Stream LLC,Software developer
Slic3r,Software developer
SketchUp,Software developer
SolidCAM,Software developer
SolidFace,Software developer
SOLIDWORKS,Software developer
spherene AG,Software developer
SuperDNA 3D Lab,Software developer
Spatial Corp,Software developer
Tech Soft 3D,Software developer
Thermo-Calc Software,Software developer
Things3D,Software developer
Thor 3D Scanner,Software developer
Teton Simulation,Software developer
TOffeeAM,Software developer
ToffeeX Limited,Software developer
Toyze,Software developer
Triangulatica,Software developer
TRIDITIVE,Software developer
Trinkle 3D,Software developer
Tumaker,Software developer
Tinkercad,Software developer
Ulendo,Software developer
Valuechain Technology Limited,Software developer
Vectary,Software developer
uMake,Software developer
Velocity Fast Group,Software developer
Visionware 3D,Software developer
Visbox Inc.,Software developer
Viztek,Software developer
Volume Graphics,Software developer
"VoxelDance - Shanghai Voxeldance Technology Co., Ltd",Software developer
Vizua3D,Software developer
VRTainment,Software developer
Watermark 3D,Software developer
VRSim,Software developer
Wings 3D,Software developer
XD Innovation,Software developer
Gravity Pull Systems SA,Software developer
"SeeAnn Solution Co., Ltd",Software developer
Zverse,Software developer
Rusatom Additive Technologies,Software developer
China Machinery Institute of Advanced Materials,Research Institute
Salon Metalelektro,Printing service provider
Fertig+,Printing service provider
EBK Hungary Kft,Printing service provider
Digital-Can Tech,Printing service provider
Dependable Pattern Works,Printing service provider
3DSLA.RU,Printing service provider
Solidiform,Printing service provider
QBEAM (QuickBeam),Printing service provider
"(Antinsky) JZCX Industry Co., Ltd.",Printing service provider
ADDere,Printing service provider
+90 3D Digital Factory,Printing service provider
10XL,Printing service provider
11th Hour Prototypes,Printing service provider
"(UPM) United Performance Metals, LLC",Printing service provider
1ZU1,Printing service provider
3 DBG Print,Printing service provider
1Tenth Scale RC,Printing service provider
3 DPX,Printing service provider
3Cri Printing – Servizio stampa 3d,Printing service provider
3 Space,Printing service provider
3D Accuracy,Printing service provider
3D Activation GmbH,Printing service provider
3D Alchemy,Printing service provider
3D Bavaria,Printing service provider
3D Accuracy LLC,Printing service provider
3D Brooklyn,Printing service provider
3D Co.,Printing service provider
3D Compare,Printing service provider
3D Concrete,Printing service provider
3D Consultancy,Printing service provider
3D Creative,Printing service provider
3D Druck Service Frankfurt,Printing service provider
3D Druckshop,Printing service provider
3D Eology,Printing service provider
3D ERA TECH,Printing service provider
3D FAB,Printing service provider
3D Fabrik,Printing service provider
3D Factory,Printing service provider
3D Forge,Printing service provider
3D Format,Printing service provider
3D Forms,Printing service provider
3D Formtech Oy,Printing service provider
3D Central,Printing service provider
3D Fuel (no longer part of Nexa3D),Printing service provider
3D iam AG,Printing service provider
3D Herndon,Printing service provider
3D INCREDIBLE,Printing service provider
3D in Metal,Printing service provider
3D Lab Mexico,Printing service provider
3D Lab Print,Printing service provider
3D LABS,Printing service provider
3D Laser BW GmbH & Co. KG,Printing service provider
3D LIFE,Printing service provider
3D LMS,Printing service provider
3D Innovations,Printing service provider
3D London,Printing service provider
3D Maastricht,Printing service provider
3D MakerTech,Printing service provider
3d manzil,Printing service provider
3D Master,Printing service provider
3D Logics,Printing service provider
3D Matter,Printing service provider
3D MetalForge,Printing service provider
3D MetPrint AM,Printing service provider
3D MicroPrint GmbH,Printing service provider
3D Middle East,Printing service provider
3D Model,Printing service provider
3D Musketeers,Printing service provider
3D NewShape,Printing service provider
3D Next Level,Printing service provider
3D Nuts,Printing service provider
3D Obiecto,Printing service provider
3D Orbit,Printing service provider
"3D Material Technologies, LLC",Printing service provider
3D People Limited,Printing service provider
3D Phacktory,Printing service provider
3D Picture,Printing service provider
3D PRECISION SA,Printing service provider
3D Print,Printing service provider
3D Print AU,Printing service provider
3D Print Bureau,Printing service provider
3D Print Cheshire,Printing service provider
3D Print Creativity,Printing service provider
3D Print Dxb,Printing service provider
3D Parts Manufacturing,Printing service provider
3D Print Express,Printing service provider
3D Print Headquarters,Printing service provider
3D Print Singapore,Printing service provider
3D Print Works,Printing service provider
3D Print Everything,Printing service provider
3D printed microTEC,Printing service provider
3D PRINTER TECHNOLOGY,Printing service provider
3D Printhuset,Printing service provider
3D Printing Canada,Printing service provider
3D Printer World,Printing service provider
3D Printing Dublin,Printing service provider
3D Printing From Scratch,Printing service provider
3d Printing Ireland,Printing service provider
3D Printing Nottingham,Printing service provider
3D Printing Prototypes,Printing service provider
3D Printing PTY LTD,Printing service provider
3D Printing Shop,Printing service provider
3D Printing Solutions,Printing service provider
3D Printing Chicago,Printing service provider
3D Prints,Printing service provider
3D Prints Canada,Printing service provider
3D PRINTS ON DEMAND,Printing service provider
3D Printing Tech,Printing service provider
3D Printworx (Europac 3D),Printing service provider
3D Pro,Printing service provider
3D Prod,Printing service provider
3D Prototipai,Printing service provider
3D Prototype AND Models,Printing service provider
3D Prototype Design,Printing service provider
3D Prototyping,Printing service provider
3D Quick Printing,Printing service provider
3D Printsmith LLC,Printing service provider
3D Rapid Print,Printing service provider
3D Research,Printing service provider
"3D Scan IT, Inc.",Printing service provider
3D Schilling,Printing service provider
3D SculpLab,Printing service provider
3D Shape Engineering,Printing service provider
3D Rapid Parts,Printing service provider
3D Shoes,Printing service provider
3D Smart Solutions,Printing service provider
3D Solutions,Printing service provider
3D Solutions Brauer Group – Bräuer Schweisstechnik,Printing service provider
3D Simulations,Printing service provider
3D Spectra Tech,Printing service provider
3D Today,Printing service provider
3D Vector,Printing service provider
3D Works,Printing service provider
"3D Solutions, Inc",Printing service provider
3D-Components,Printing service provider
3D-Laserdruck,Printing service provider
3D-Micromac AG,Printing service provider
3d-Printer Machine,Printing service provider
3D-Printing Solutions,Printing service provider
